slope_angle,soil_moisture,rainfall,rockfall_history,temperature,rockfall
25.9,50.8,52.0,0,26.0,1
29.2,47.7,134.1,1,12.2,0
46.0,90.3,85.5,1,14.0,1
30.4,70.9,78.1,0,11.5,1
22.4,58.7,52.4,0,23.7,1
27.2,25.4,41.0,0,13.0,0
51.9,21.6,39.1,0,21.6,0
10.1,11.6,47.2,1,29.2,0
30.0,23.6,54.8,1,26.2,1
23.6,4.4,6.2,0,17.1,1
34.0,25.8,72.8,0,16.3,1
37.9,76.4,34.2,0,19.6,1
25.8,66.9,41.5,0,29.6,0
49.6,87.9,53.1,1,25.3,1
13.8,42.0,64.6,0,15.3,1
31.8,80.8,86.0,0,12.7,1
5.0,72.6,40.5,0,30.6,0
49.2,33.8,69.6,0,36.3,1
41.7,66.6,29.5,0,23.1,1
34.0,83.6,58.9,0,16.4,1
57.7,33.7,25.8,0,29.5,1
51.0,52.2,72.4,0,11.5,1
36.3,77.9,62.6,1,23.0,1
31.0,70.2,56.3,0,20.7,1
18.7,82.4,19.7,1,6.5,0
43.8,38.9,21.2,0,31.2,1
55.3,64.2,86.8,0,18.3,1
38.2,40.4,29.1,0,22.7,1
19.8,79.4,26.9,0,17.4,1
32.7,41.8,107.9,0,33.4,1
32.8,51.5,60.2,0,24.9,0
58.7,42.2,53.5,0,12.9,1
40.4,83.2,40.6,0,27.3,1
28.1,68.9,67.7,0,16.8,0
22.3,67.4,10.7,1,19.1,1
45.7,91.4,44.3,0,36.4,1
63.0,37.7,36.9,0,26.3,1
39.4,65.3,47.2,0,27.0,0
64.7,57.0,97.8,0,18.0,1
36.7,86.1,121.2,0,41.9,1
57.2,57.9,17.6,0,26.6,0
48.9,40.1,41.0,0,12.4,1
24.2,79.9,20.4,0,19.9,0
27.3,26.4,23.9,1,12.3,0
52.3,80.0,207.6,0,29.2,1
29.3,47.4,103.0,0,16.1,0
20.1,53.8,78.6,0,20.8,0
39.0,66.0,15.3,1,4.9,1
58.2,48.2,89.1,0,15.0,1
36.1,38.0,65.8,0,19.4,1
58.9,66.0,77.9,0,19.5,1
28.1,87.2,83.0,1,34.7,1
30.8,73.0,15.2,1,30.0,1
24.5,73.7,33.0,1,22.4,1
55.9,46.4,12.4,0,40.8,0
46.1,86.9,30.1,0,21.7,1
23.3,57.8,220.0,0,14.8,0
21.6,20.8,26.8,0,18.8,0
32.2,53.1,13.8,1,23.6,1
33.1,58.9,37.7,0,28.9,1
52.3,52.3,42.9,0,18.6,0
40.4,15.3,153.0,1,30.2,1
37.9,95.0,38.8,0,26.3,1
20.7,45.9,21.1,1,31.6,0
25.1,49.7,16.2,0,19.4,0
10.4,36.4,83.8,0,10.7,1
9.8,34.8,28.0,0,18.2,0
39.5,12.5,30.5,0,35.9,0
29.3,37.5,54.6,0,31.7,0
50.1,34.3,48.0,0,24.7,1
30.6,40.3,23.5,1,39.8,1
42.1,97.7,114.2,0,22.0,1
28.2,72.4,145.4,0,23.7,1
27.3,79.8,52.2,0,23.8,1
35.9,50.2,28.2,0,27.8,1
18.3,79.4,96.7,0,30.5,1
34.6,37.5,21.9,1,21.5,0
34.0,69.0,106.4,0,27.7,1
27.6,44.1,81.0,0,13.2,0
30.1,90.0,50.5,1,23.9,1
33.6,90.6,23.5,0,6.6,0
24.3,82.9,55.9,0,11.8,0
50.9,12.0,40.8,1,23.0,0
54.2,65.6,42.8,0,19.4,1
24.3,79.6,35.6,0,11.3,0
36.4,40.4,75.4,1,28.1,1
25.3,74.2,63.9,0,18.2,0
31.2,59.4,106.6,1,12.0,1
50.6,25.6,147.4,0,16.3,1
20.9,86.5,115.1,0,29.9,1
26.9,40.0,16.9,0,20.3,0
6.1,76.3,32.5,0,15.2,0
18.0,48.9,56.5,0,20.5,0
55.9,62.6,14.8,1,9.4,1
46.2,77.9,73.3,0,38.3,1
38.3,62.3,3.3,1,17.6,1
17.0,56.7,58.8,1,30.2,0
25.3,50.9,60.7,0,20.7,0
46.4,68.8,45.6,0,15.6,1
40.4,70.1,70.4,1,17.9,1
16.3,53.7,18.3,0,21.6,1
30.6,88.3,25.2,0,16.2,1
42.0,78.1,69.2,1,28.7,0
18.9,44.4,41.6,0,28.4,0
44.4,64.4,22.3,1,18.3,1
20.8,45.7,52.9,1,34.9,0
13.4,17.4,72.9,1,21.5,0
23.5,27.0,7.7,0,8.8,0
19.7,26.1,50.8,0,19.3,0
36.7,69.6,64.5,1,28.4,0
30.0,85.1,62.2,0,31.9,0
5.0,65.8,80.0,0,0.4,0
26.9,54.0,40.6,0,26.1,1
50.2,68.5,38.3,0,13.4,1
12.4,31.2,41.5,0,34.0,0
40.9,53.7,27.0,0,11.9,0
37.4,81.8,220.0,0,8.1,1
23.6,54.9,10.9,0,34.3,1
41.4,43.1,54.2,1,13.5,1
29.8,68.8,5.9,0,18.4,1
16.7,49.8,58.9,1,26.0,0
23.4,48.7,42.7,0,20.8,0
42.5,73.0,6.4,1,24.1,1
12.2,82.7,99.1,0,33.6,1
59.3,74.0,60.1,0,29.6,1
15.4,28.7,26.9,0,22.9,1
33.8,34.5,53.9,0,12.7,0
45.5,83.8,51.1,0,24.5,1
28.1,91.2,51.2,0,8.0,0
28.4,87.8,28.4,1,18.5,1
46.9,45.2,16.7,0,33.1,1
47.8,68.7,48.0,1,23.4,1
38.4,49.2,28.8,0,22.5,1
20.2,26.6,45.1,1,25.1,0
31.3,98.0,33.7,1,19.9,1
8.4,33.6,121.3,0,42.0,0
45.9,47.9,60.4,0,12.5,1
55.5,14.2,58.4,0,20.3,1
5.0,25.7,53.4,0,15.1,1
20.8,64.5,168.3,0,30.6,0
34.0,55.0,165.8,0,16.3,1
46.7,88.9,78.4,0,21.5,1
42.1,77.2,60.8,0,12.6,1
5.0,55.9,82.4,0,18.3,0
55.1,80.0,72.4,1,26.7,1
14.1,49.6,8.2,0,31.5,0
30.0,44.1,8.6,1,31.5,0
46.3,72.5,46.6,0,30.2,1
36.4,63.9,74.8,1,19.1,0
37.5,77.4,51.0,0,24.7,1
31.4,87.3,89.8,0,20.6,1
42.6,81.8,48.6,0,32.1,1
30.1,59.1,26.1,0,27.6,0
13.5,22.8,33.4,1,29.7,0
33.1,27.8,99.2,0,30.1,1
23.2,24.4,53.7,1,13.2,0
38.5,97.1,92.3,0,9.7,1
57.7,61.5,25.5,0,22.5,1
16.0,72.4,40.5,0,23.4,0
48.7,34.6,67.7,0,29.7,1
28.2,79.5,34.3,0,17.0,1
33.8,82.7,54.3,0,36.0,1
21.5,14.2,126.3,0,22.8,1
28.5,75.3,50.4,0,25.9,0
41.6,17.3,11.3,0,21.9,0
30.8,62.3,29.6,1,14.8,0
26.5,59.0,109.4,0,22.2,0
24.9,87.2,20.7,0,24.2,0
47.9,40.4,30.2,1,24.9,0
31.4,8.3,42.4,0,10.7,0
56.3,53.1,35.9,0,20.7,0
26.7,70.3,20.2,0,16.6,0
56.0,47.1,29.9,1,21.5,1
38.3,36.4,49.6,0,14.1,0
43.8,16.5,37.8,0,17.7,1
20.1,55.5,52.7,1,23.6,0
15.8,48.6,36.5,0,27.7,0
39.7,50.9,80.7,0,27.0,1
21.8,70.0,16.1,0,21.1,1
27.2,39.9,53.4,0,20.2,1
40.5,36.7,8.0,0,17.3,0
20.1,56.4,77.2,0,13.0,1
47.4,86.8,71.6,0,30.6,1
23.3,51.0,30.2,0,28.4,0
40.3,98.0,20.3,0,22.5,1
34.7,72.0,43.2,0,7.7,1
65.8,24.0,84.8,0,13.8,1
21.9,34.8,131.7,0,11.9,0
43.5,74.8,53.0,0,28.5,1
38.8,42.8,37.6,1,31.2,1
36.7,35.1,59.3,1,38.0,1
64.0,20.3,29.8,0,10.5,0
47.6,75.5,66.3,0,21.8,1
46.0,46.9,81.7,0,28.5,1
38.2,63.4,71.3,1,23.7,1
48.0,51.7,39.6,1,17.4,1
10.1,79.1,89.6,0,13.5,0
33.7,75.0,41.6,1,2.3,1
15.6,69.4,66.3,0,22.0,0
20.2,66.2,22.2,0,18.3,0
33.3,88.6,96.6,0,20.9,1
32.5,79.8,21.9,1,6.8,1
46.6,76.9,62.6,0,22.1,1
13.8,41.5,32.2,0,23.7,1
16.9,66.6,77.2,1,7.7,1
30.0,42.3,76.7,1,16.2,1
21.8,90.9,97.6,0,-5.0,1
36.8,15.2,26.6,0,15.8,0
32.5,93.5,2.8,1,21.5,1
25.9,59.3,32.3,0,28.8,0
14.4,54.6,65.2,1,28.4,0
24.6,78.9,21.3,0,12.1,1
35.3,73.5,12.8,0,14.2,0
57.6,17.7,39.0,1,24.2,0
43.7,58.0,72.0,1,39.9,1
28.2,24.8,20.3,0,20.2,0
25.1,94.2,109.4,1,20.7,1
38.8,72.5,59.1,1,32.2,1
31.4,91.5,45.4,0,4.6,1
54.9,77.1,70.0,0,20.1,1
36.2,13.3,86.6,0,1.3,0
42.4,49.4,52.7,0,31.8,0
20.7,94.7,140.5,1,20.1,1
47.5,65.3,30.0,0,23.7,1
49.8,53.9,21.9,1,27.1,1
16.2,56.2,93.4,0,9.6,1
29.9,79.2,57.2,0,35.2,0
28.2,49.8,108.9,0,3.3,1
21.4,11.7,69.8,0,12.6,0
55.5,84.8,27.0,0,28.9,1
5.0,63.8,51.8,0,20.1,0
26.8,74.4,63.6,1,18.0,1
48.5,51.3,33.7,0,18.7,0
30.4,89.5,60.0,0,16.1,1
9.9,85.3,8.2,0,22.8,0
22.1,90.1,83.8,1,25.4,1
28.8,25.0,15.3,0,17.7,0
49.1,42.1,30.4,0,18.6,1
58.1,94.6,45.7,0,19.4,1
28.4,38.7,43.2,0,28.1,0
25.9,64.3,47.7,1,19.0,1
17.8,88.9,85.3,0,15.5,1
22.7,22.8,52.5,0,25.1,1
36.3,64.8,35.8,0,29.9,1
33.6,82.7,11.0,0,16.0,0
22.5,83.5,20.5,0,18.4,0
28.2,81.4,65.1,0,29.3,1
56.1,18.8,138.3,0,25.4,1
33.9,44.9,31.1,1,10.8,1
18.0,58.1,95.1,0,14.5,1
38.8,57.6,50.2,0,20.7,1
14.7,73.6,44.7,0,40.3,0
20.8,34.0,59.4,1,12.7,0
23.6,60.8,66.2,1,30.3,0
46.1,57.6,31.5,0,24.1,1
52.1,55.9,145.1,1,33.0,1
26.9,35.8,84.8,0,11.0,1
42.4,81.8,41.4,0,18.7,1
31.7,69.7,69.3,1,25.8,1
21.2,30.6,97.9,1,31.3,0
51.1,49.1,22.0,0,3.9,0
48.6,77.2,106.9,0,11.7,1
61.9,58.4,150.4,1,17.3,1
32.5,67.1,76.2,0,4.1,1
44.9,27.4,63.7,0,16.2,1
20.6,82.2,70.1,0,28.0,0
41.3,67.8,76.6,1,21.8,1
42.2,36.2,41.2,1,14.4,1
53.7,69.6,41.4,0,32.4,1
30.3,86.0,3.3,1,21.7,1
55.5,58.8,121.2,1,2.2,1
36.8,83.2,21.2,0,18.5,1
28.5,40.4,65.7,0,11.3,0
43.4,58.3,35.7,0,18.1,1
5.9,44.4,47.6,0,17.5,0
63.4,33.9,19.6,0,9.9,1
19.8,73.9,10.8,1,38.0,0
14.7,11.2,99.9,0,24.4,0
27.3,57.9,18.5,0,10.7,1
36.8,30.8,116.4,0,19.5,0
23.4,60.0,42.1,0,21.0,1
43.6,39.3,69.8,1,13.6,1
32.7,75.7,90.7,0,22.5,1
20.3,75.7,14.9,0,36.0,1
14.4,74.7,78.1,0,22.7,0
21.9,77.2,10.9,0,20.2,1
21.4,61.5,32.3,1,7.5,0
26.8,28.9,34.8,1,12.4,0
17.3,69.6,48.2,1,18.3,0
28.4,67.3,42.1,0,31.4,0
28.7,58.3,121.1,1,21.4,1
44.9,21.2,66.9,0,30.8,1
52.9,56.3,27.6,0,19.0,0
31.3,48.0,68.4,1,33.4,1
54.8,73.2,55.8,1,11.4,1
52.3,61.9,106.5,0,28.0,1
28.5,88.3,44.2,1,4.5,1
40.1,62.3,87.1,0,29.4,1
30.5,25.5,30.6,0,22.0,0
23.9,51.1,61.9,1,31.4,1
53.4,40.4,44.7,0,26.0,1
16.6,32.8,79.7,1,9.5,1
49.6,64.3,28.7,0,29.8,1
21.6,84.2,41.0,1,19.3,1
41.6,77.3,69.8,0,30.4,1
12.2,63.8,11.8,0,17.7,0
33.2,81.5,96.5,0,15.7,1
23.3,46.2,87.5,0,25.5,0
38.0,83.0,48.7,0,17.0,1
41.7,51.4,36.2,0,9.1,1
42.4,48.7,102.4,0,24.1,1
20.1,63.8,20.2,1,10.6,0
15.6,62.1,95.1,1,32.9,1
5.0,90.0,67.7,1,28.0,0
38.2,43.0,37.3,0,22.9,1
36.1,68.8,25.1,0,18.9,1
23.7,86.1,35.4,0,27.6,0
41.5,25.6,130.6,0,27.8,0
16.0,52.6,28.7,1,4.0,1
45.7,58.4,76.8,0,32.0,1
43.9,85.4,107.1,0,26.9,1
9.4,42.1,53.9,0,16.6,0
19.4,83.4,56.5,0,26.5,1
31.8,65.9,62.4,0,30.9,1
29.5,68.0,39.1,1,15.6,0
38.9,65.7,103.8,0,25.9,1
29.0,71.2,220.0,1,19.0,1
29.3,50.8,9.9,1,30.6,0
32.8,46.4,36.2,0,21.7,1
28.3,44.9,16.7,0,15.9,1
28.5,26.5,61.3,1,21.0,1
20.8,76.4,98.4,1,20.6,1
21.8,60.9,40.6,1,21.4,0
16.1,29.3,7.7,0,22.3,1
34.0,41.9,36.6,1,31.6,1
26.0,10.2,44.2,1,30.5,0
33.6,50.3,54.3,0,24.0,0
23.6,25.9,61.9,0,17.0,0
48.6,73.0,36.3,0,22.3,1
28.2,60.2,55.1,0,27.4,0
19.0,72.9,44.8,0,29.8,0
57.0,47.5,107.5,0,11.3,1
48.0,70.5,39.4,0,24.1,1
44.5,48.1,21.0,0,18.3,0
41.5,71.3,89.1,0,38.4,1
62.6,85.2,53.1,0,24.6,1
32.4,88.2,18.5,1,20.8,1
42.5,32.2,107.0,1,30.9,0
44.1,63.9,19.3,1,19.0,1
14.7,31.9,30.7,0,20.0,0
34.1,92.1,153.4,0,18.8,1
51.5,39.6,62.7,0,25.8,0
24.9,69.5,56.6,0,17.8,0
37.2,51.8,14.2,0,26.2,0
55.0,58.7,107.9,0,19.3,1
51.9,82.8,13.7,0,27.7,1
36.5,79.8,40.3,0,17.7,0
5.0,27.8,31.9,0,-2.7,0
39.4,52.1,39.4,0,15.8,0
28.3,87.2,35.7,0,25.2,1
36.5,74.9,19.3,1,22.9,0
30.7,66.7,70.9,1,28.2,1
44.1,35.3,69.5,0,25.0,1
5.0,32.4,69.1,0,14.8,0
22.3,57.0,30.4,1,15.1,1
42.0,32.8,7.3,0,24.4,1
12.2,77.8,141.1,0,13.6,1
37.2,89.0,71.8,0,19.2,1
38.9,68.5,6.0,1,13.1,1
52.0,47.0,220.0,0,23.2,1
13.4,71.4,49.4,1,12.5,0
46.2,78.2,54.5,0,22.1,1
40.9,15.4,43.9,1,26.3,1
31.6,79.6,84.2,0,26.3,0
11.6,42.3,17.1,0,20.6,1
49.7,41.1,12.9,0,17.4,1
25.3,81.8,41.4,0,17.5,0
55.5,71.9,62.7,0,26.3,1
39.2,31.4,127.0,1,20.1,1
15.2,42.1,198.4,0,17.7,0
31.3,63.2,132.9,1,9.2,1
27.2,37.5,39.3,0,20.9,1
20.9,90.3,80.6,0,16.5,0
39.9,52.1,31.4,0,26.1,0
32.7,16.7,23.3,0,26.3,1
46.4,44.4,61.7,0,8.1,1
30.0,52.3,18.7,1,11.3,0
40.5,22.0,135.4,0,28.1,1
25.9,71.6,8.3,0,27.8,1
5.0,22.2,54.7,0,19.4,1
21.7,33.3,77.4,1,6.6,1
54.5,57.2,25.3,0,25.5,0
30.5,58.9,128.3,1,28.8,1
49.5,29.0,60.7,0,29.1,1
47.2,83.9,20.5,0,31.7,1
34.3,42.3,54.0,0,23.2,1
53.5,67.9,63.9,1,22.8,1
66.7,67.6,29.9,0,32.6,1
54.1,89.2,23.3,0,37.7,1
72.0,75.6,30.3,0,24.0,1
44.6,64.3,53.2,0,23.1,1
15.3,73.5,83.1,0,14.6,1
39.9,41.3,35.2,0,17.0,0
40.3,27.6,67.8,1,21.7,0
43.4,64.1,38.9,0,24.1,1
37.9,45.1,22.3,0,42.0,1
35.5,79.1,184.0,0,7.5,1
33.9,85.8,117.3,0,21.0,1
30.6,47.6,83.4,0,33.1,1
14.9,36.3,79.0,0,12.5,0
35.4,22.9,165.6,0,16.6,1
27.6,69.8,46.4,0,23.9,1
36.4,28.9,12.2,0,27.1,0
33.9,47.2,45.8,1,4.9,0
14.0,93.6,10.4,0,14.2,0
52.4,30.1,156.4,0,26.8,1
25.4,51.8,90.2,1,27.7,1
32.7,27.1,55.4,1,18.0,0
6.2,37.0,153.0,0,28.4,0
39.3,60.7,68.2,0,17.6,0
27.2,45.7,40.3,1,15.2,0
44.0,29.0,71.0,1,0.7,1
5.0,41.1,54.4,0,10.6,0
41.0,63.8,14.7,1,29.4,1
33.8,60.9,28.0,0,20.1,1
32.8,54.9,123.1,0,10.3,1
12.3,79.2,39.6,1,23.7,1
34.1,92.3,50.9,0,18.6,1
37.1,32.1,47.7,1,21.8,1
59.4,56.4,27.6,0,26.6,0
35.7,63.6,58.2,0,23.5,0
31.9,48.8,39.7,0,12.0,1
42.6,31.3,35.2,0,26.2,0
38.5,82.0,31.3,0,18.6,0
13.1,28.2,86.8,0,32.4,0
47.7,31.2,44.1,1,17.2,0
55.9,70.8,43.0,0,13.8,1
52.4,78.9,26.5,0,18.5,1
18.1,86.0,39.1,1,25.2,0
18.1,42.2,91.9,0,25.9,0
41.4,87.8,130.2,0,14.4,1
26.4,74.5,163.1,0,26.5,1
48.8,15.8,96.4,1,15.3,0
37.2,81.5,14.3,0,28.5,1
56.4,25.0,42.1,1,30.8,0
12.7,69.6,60.2,0,16.8,1
15.2,75.3,20.0,1,-1.1,0
17.0,62.3,20.6,0,25.5,0
19.8,68.0,35.5,0,20.9,1
32.7,61.0,22.0,0,19.2,1
29.0,89.6,122.7,0,14.7,1
40.7,73.7,41.2,0,12.4,1
51.0,65.3,38.9,1,20.2,1
43.5,32.6,92.8,1,30.5,0
59.4,51.4,50.4,1,22.9,1
22.8,59.0,69.4,0,6.0,1
44.5,88.3,61.8,0,19.2,1
52.0,60.7,189.3,0,33.1,1
35.7,66.9,113.4,1,3.0,1
38.4,39.5,45.3,1,18.1,0
40.5,38.9,18.0,1,23.4,0
45.6,54.8,9.3,1,19.4,0
38.0,83.4,85.8,0,20.5,1
16.1,81.6,49.5,0,8.1,0
5.0,58.2,8.0,1,6.0,0
29.7,98.0,180.6,0,27.2,1
17.0,44.0,63.4,0,16.4,0
24.3,53.6,35.5,0,22.6,0
49.8,27.1,13.3,0,26.0,0
34.0,50.4,50.3,0,15.2,1
34.0,33.3,5.8,1,24.3,1
43.5,79.9,55.3,0,37.3,1
32.3,24.2,72.1,1,27.9,0
31.1,25.9,42.5,0,21.4,1
61.3,34.8,16.0,0,30.4,0
43.4,76.4,92.9,0,20.4,1
48.2,63.5,98.1,0,14.5,1
16.0,29.4,63.2,1,11.4,0
14.5,78.9,44.6,0,21.7,0
43.1,20.3,8.0,0,17.3,0
30.2,44.7,60.8,0,28.8,0
8.4,40.0,40.9,0,9.4,0
46.7,19.1,40.8,0,18.6,0
57.4,88.6,54.7,1,29.8,1
27.6,77.0,139.8,1,28.2,1
41.8,52.0,40.3,0,20.0,1
10.5,92.6,31.4,1,24.3,0
30.1,63.9,35.6,0,28.8,1
19.7,76.7,52.5,1,23.4,1
40.6,73.5,12.6,1,0.8,1
32.8,59.4,16.0,1,14.2,1
50.5,49.3,55.9,0,29.9,1
58.7,56.7,48.6,1,26.9,1
64.6,76.4,22.1,0,27.4,1
32.8,78.7,19.4,0,23.7,1
40.7,55.2,44.2,0,31.2,1
47.4,59.7,33.0,1,11.6,1
37.9,73.4,34.1,1,24.7,1
34.1,29.6,47.4,0,36.3,0
19.6,63.1,13.8,0,36.7,0
28.9,46.9,120.1,1,18.1,1
16.2,93.7,36.2,0,18.6,0
21.4,50.2,43.4,0,16.5,0
25.0,73.9,181.3,0,30.9,1
36.7,97.0,77.2,0,24.9,1
20.6,77.6,19.5,0,35.6,1
5.0,42.6,21.2,0,17.4,0
50.8,37.3,88.1,0,22.2,1
58.8,47.2,56.5,0,26.7,1
17.9,49.1,82.2,1,34.0,0
25.4,49.5,59.1,0,9.8,0
27.5,85.8,64.6,0,0.6,0
20.4,55.1,60.5,0,10.2,1
32.2,35.3,156.1,0,22.4,0
31.6,84.9,25.6,0,18.7,0
47.1,61.0,126.8,0,18.2,1
36.3,78.7,37.8,0,24.4,1
38.1,74.6,17.1,0,15.5,1
32.6,93.3,30.5,0,23.8,1
46.7,59.7,12.5,0,18.3,0
33.0,88.4,4.6,0,16.8,1
41.6,62.0,27.3,0,21.2,0
24.8,23.8,112.4,0,23.7,0
38.7,92.5,116.8,0,13.7,1
15.0,72.3,84.9,0,16.7,1
54.5,86.8,21.8,0,19.1,1
55.3,69.0,21.2,0,18.5,1
50.5,61.4,137.3,0,14.7,1
27.3,55.9,57.4,0,29.6,0
11.0,50.9,23.1,0,31.7,0
33.1,80.3,68.9,1,28.1,1
43.6,81.1,43.3,0,31.7,1
48.1,32.9,58.0,1,29.5,1
24.8,40.4,167.8,1,29.4,1
37.6,84.1,119.8,0,28.8,1
12.8,60.4,62.2,0,18.6,1
39.8,44.4,118.4,1,20.0,1
41.4,52.1,90.5,1,26.5,1
27.7,86.7,10.2,0,31.3,1
36.2,59.7,79.8,0,34.1,1
21.4,82.9,33.4,1,16.4,1
5.6,96.1,35.5,0,17.3,0
51.0,66.2,29.9,0,12.7,1
10.5,43.9,23.2,1,25.0,1
34.5,43.1,28.2,0,22.3,0
30.3,96.4,107.0,0,22.9,1
17.8,47.1,39.9,0,22.5,0
42.1,14.9,37.3,0,25.5,0
40.7,64.7,19.1,0,20.3,1
15.7,50.2,32.5,0,13.2,0
45.1,47.8,160.6,0,27.8,1
52.9,50.7,55.7,0,18.2,0
21.4,65.5,46.7,0,20.1,0
16.1,34.8,49.4,0,21.9,0
27.0,97.3,48.0,1,13.3,1
19.6,36.6,64.4,1,20.9,1
49.3,77.7,81.8,0,34.2,1
26.0,85.4,84.1,0,15.3,0
8.0,83.2,30.8,0,33.1,0
40.6,34.3,17.7,0,29.5,0
20.0,86.4,38.7,1,30.4,0
30.0,22.8,23.8,0,21.0,0
28.6,72.5,15.4,0,15.8,1
35.1,24.3,64.8,0,18.7,0
35.5,69.2,47.8,0,14.8,0
55.7,75.0,88.0,0,18.4,1
27.2,83.5,32.8,1,27.5,0
31.3,64.0,74.2,0,35.2,1
37.9,41.8,169.2,1,20.6,1
53.7,47.2,23.5,0,19.5,0
53.6,46.5,73.3,0,15.7,0
39.8,64.5,23.9,0,26.9,1
25.9,43.9,57.0,0,15.8,0
22.5,61.8,64.5,0,17.9,0
25.6,86.1,55.2,0,30.4,1
48.4,67.8,51.5,0,20.4,1
25.5,89.7,220.0,0,16.5,1
33.5,47.1,10.3,0,23.2,1
33.9,40.6,7.0,0,15.5,0
27.1,66.7,169.5,0,3.3,1
35.0,39.5,44.9,0,30.3,0
26.3,55.2,42.7,0,19.8,0
35.2,80.7,7.9,0,33.1,1
34.6,57.2,88.2,1,29.2,1
17.8,81.9,43.4,0,30.9,1
36.5,44.2,13.5,0,24.0,1
41.6,63.1,15.4,0,15.1,1
16.4,78.7,11.1,0,17.1,0
23.7,64.8,63.5,0,33.8,0
39.4,71.9,13.0,1,23.1,0
9.3,49.5,79.0,0,17.9,0
25.4,80.2,21.0,1,37.7,0
58.7,14.0,171.1,0,15.8,1
49.9,58.1,59.8,0,-1.7,1
29.4,81.4,17.4,0,20.3,1
22.7,53.9,56.6,0,19.3,0
22.2,62.3,34.5,0,34.0,0
5.0,63.7,162.5,1,32.2,0
19.3,53.5,171.3,1,19.0,0
32.3,45.6,127.2,0,20.3,1
16.0,73.0,20.4,0,22.1,0
33.4,30.8,116.0,0,19.9,0
39.7,65.5,55.9,0,29.5,1
28.4,51.6,95.6,0,25.7,1
23.8,39.3,31.8,0,19.1,0
36.4,60.8,39.6,0,34.8,1
28.0,90.0,46.8,1,23.9,1
44.9,40.6,97.0,1,10.2,1
36.0,77.6,68.1,0,23.9,1
35.1,26.9,17.1,0,15.4,0
47.1,25.7,48.1,0,18.4,1
15.3,20.4,96.5,1,8.9,0
39.5,36.6,21.4,1,37.1,1
67.0,56.1,96.7,0,14.3,1
25.5,69.9,58.7,0,14.7,1
15.8,29.3,58.9,0,16.8,0
28.6,60.0,76.9,1,28.1,1
31.8,58.5,9.7,0,32.1,1
34.3,33.6,48.9,1,28.7,1
35.9,69.4,83.3,1,36.6,1
48.8,77.6,48.7,1,25.7,1
10.3,61.8,42.0,0,23.7,0
50.6,44.1,9.2,0,11.0,1
28.2,16.3,27.0,0,16.7,0
32.6,84.0,36.8,0,29.5,0
42.8,64.0,111.5,0,28.3,1
33.9,87.1,66.7,1,23.9,1
50.2,89.8,131.9,0,26.0,1
65.2,44.7,57.9,1,26.7,1
15.2,59.2,28.4,0,19.5,0
33.9,23.7,18.0,0,21.8,1
23.8,69.9,64.3,0,20.2,1
44.2,20.1,25.2,0,20.6,1
40.6,65.4,22.0,0,14.7,0
5.0,72.3,111.1,0,14.4,0
7.4,63.7,35.6,1,23.8,0
40.2,29.9,43.3,0,10.9,0
44.7,49.1,50.2,0,22.6,0
36.5,69.8,29.4,0,32.2,0
40.8,32.9,18.4,0,27.4,0
35.8,26.1,9.9,0,16.5,0
31.2,80.7,136.1,0,20.9,1
24.1,49.0,90.7,0,22.9,0
37.4,79.9,33.5,0,21.6,1
59.3,90.9,18.9,0,19.6,1
18.3,51.8,46.0,0,37.9,0
38.6,30.4,67.7,1,37.8,1
40.9,42.5,77.2,0,16.6,0
26.1,83.6,163.1,0,22.5,0
27.2,35.2,63.8,0,18.2,0
24.3,25.9,32.4,1,24.3,0
47.8,36.5,67.9,0,13.1,1
30.1,56.7,62.0,0,25.3,0
35.3,36.3,11.4,0,25.3,0
32.3,79.5,13.7,1,33.2,0
41.5,45.8,5.5,0,9.5,0
24.5,64.1,66.0,0,17.6,1
25.8,60.0,23.1,0,25.8,1
16.3,39.0,142.6,0,9.0,0
20.7,74.3,37.3,0,6.5,0
35.8,38.1,51.5,0,36.8,0
45.1,65.8,5.3,0,21.5,1
54.9,53.2,25.5,0,27.4,1
39.9,98.0,103.0,1,13.4,1
35.9,22.8,20.3,0,18.0,1
30.8,24.8,109.3,0,14.4,0
60.7,18.8,212.1,0,23.4,1
18.5,35.3,30.1,0,20.9,0
32.0,29.5,68.7,1,31.1,1
27.2,60.6,5.7,1,18.3,0
6.0,56.4,142.8,0,25.7,0
48.5,44.3,184.9,0,18.1,1
30.7,91.4,36.4,0,30.6,0
26.6,56.8,28.7,0,19.2,0
14.9,66.3,7.8,0,22.6,0
51.8,53.1,11.4,1,17.7,1
21.3,26.9,204.3,0,12.4,1
23.2,51.3,59.7,0,28.5,0
30.5,80.8,79.3,0,24.0,1
8.9,49.0,46.1,0,11.5,0
44.5,86.7,116.2,0,31.1,1
51.9,20.4,77.4,1,33.8,1
36.5,53.1,75.0,0,39.9,0
46.8,86.4,52.4,0,24.2,1
39.5,62.4,22.6,1,16.2,1
38.9,47.2,35.6,0,23.3,0
19.9,24.8,87.0,1,22.0,0
40.8,6.6,39.4,0,23.7,0
43.4,88.2,40.2,1,9.9,1
37.4,59.3,55.5,1,19.4,0
48.2,48.4,36.8,0,17.4,1
20.8,45.7,51.8,0,26.5,1
55.2,66.4,168.2,0,20.3,1
43.4,48.1,88.7,0,21.1,1
40.4,77.9,36.3,0,28.1,1
47.9,83.1,68.9,1,10.4,1
35.9,79.3,75.0,1,28.7,1
15.0,31.1,75.3,0,29.8,0
